고유번호,지역,상호,상표,주소,전화번호,셀프여부, 품질인증주유소, 전산보고주유소
A0009837,서울 강남구,일원주유소,S-OIL,서울 강남구 양재대로55길 3 (일원동),02-2226-5188,셀프,N,N
A0009838,서울 강남구,HD현대오일뱅크㈜직영 산성셀프주유소,HD현대오일뱅크,서울 강남구 헌릉로 730,02-2226-4963,셀프,N,Y
A0009974,서울 강남구,지에스칼텍스㈜에너지플러스허브GS타워,GS칼텍스,서울 강남구 논현로 516 (역삼동),02-539-5145,셀프,N,Y
A0010177,서울 강남구,대청주유소,SK에너지,서울 강남구 개포로 654 (일원동),02-445-5500,일반,N,N
A0010207,서울 강남구,SK서광주유소,SK에너지,서울 강남구 역삼로 142,02-562-4855,셀프,N,Y
A0010229,서울 강남구,HD현대오일뱅크㈜직영 유진주유소,HD현대오일뱅크,서울 강남구 논현로 152 (도곡동),02-3462-5215,일반,N,Y
A0010232,서울 강남구,명품주유소,S-OIL,서울 강남구 도곡로 249 (역삼동),02-501-1256,셀프,N,N
A0010236,서울 강남구,SK에너지㈜ 진달래주유소,SK에너지,서울 강남구 도곡로 208,02-3462-0018,일반,N,Y
A0010269,서울 강남구,극동유화㈜ 개나리주유소,S-OIL,서울 강남구 언주로 423 (역삼동),02-564-0186,셀프,N,Y
A0000660,서울 강동구,천호현대주유소,HD현대오일뱅크,서울 강동구 천중로 67 (천호동),02-484-9323,일반,N,Y
A0001839,서울 강동구,(주)소모 신월주유소,GS칼텍스,서울 강동구 양재대로 1323 (성내동),02-6956-6674,셀프,N,Y
A0005701,서울 강동구,sk해뜨는주유소,SK에너지,서울 강동구  상일로 132 (강일동),02-442-7801,셀프,N,Y
A0009743,서울 강동구,광성주유소,S-OIL,서울 강동구 올림픽로 673 (천호동),02-470-5133,일반,N,N
A0009745,서울 강동구,방아다리주유소,SK에너지,서울 강동구 동남로 811 (명일동),02-442-5145,셀프,N,N
A0009793,서울 강동구,구천면주유소,HD현대오일뱅크,서울 강동구 구천면로 357 (암사동),02-441-0536,일반,N,N
A0009804,서울 강동구,대성석유(주)길동주유소,GS칼텍스,서울 강동구 천호대로 1168,02-474-7222,일반,N,N
A0009805,서울 강동구,(주)소모 성내주유소,GS칼텍스,서울 강동구 올림픽로 578 (성내동),02-479-3838,셀프,N,Y
A0009807,서울 강동구,(주)삼표에너지 고덕주유소,GS칼텍스,서울 강동구 고덕로 39 (암사동),02-441-3327,셀프,N,Y
A0009811,서울 강동구,명일주유소,SK에너지,서울 강동구 고덕로 168 (명일동),02-3428-1739,셀프,N,N
A0009814,서울 강동구,재건에너지 재정제2주유소 고속셀프지점,HD현대오일뱅크,서울특별시 강동구  천호대로 1246 (둔촌제2동),02-487-2030,셀프,N,N
A0009824,서울 강동구,지에스칼텍스㈜ 동서울주유소,GS칼텍스,서울 강동구 천호대로 1456 (상일동),02-426-5372,셀프,N,Y
A0009827,서울 강동구,주)지유에너지직영 오렌지주유소,SK에너지,서울 강동구 성안로 102 (성내동),02-484-6165,일반,N,N
A0010188,서울 강동구,(주)퍼스트오일 코알라주유소,S-OIL,서울특별시 강동구  올림픽로 556 (성내동),02-484-1162,셀프,N,N
A0000161,서울 강서구,염창동주유소,SK에너지,서울 강서구 양천로 720 (염창동),02-3664-4134,일반,N,N
A0000468,서울 강서구,대성주유소,GS칼텍스,서울 강서구 강서로 472,02-3661-6102,일반,N,N
A0000474,서울 강서구,강서열린주유소,GS칼텍스,서울 강서구 등촌로 213 (등촌동),02-2647-9091,일반,N,N
A0000480,서울 강서구,개화주유소,SK에너지,서울 강서구 양천로 57,02-2661-5555,셀프,N,Y
A0000482,서울 강서구,박물관주유소,GS칼텍스,서울 강서구 양천로53길 97 (가양동),02-3665-5189,일반,N,N
A0000491,서울 강서구,(주)타이거오일 방화주유소,SK에너지,서울 강서구 방화동로 58-2 (방화동),02-2662-0503,셀프,N,N
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,GS칼텍스,서울 강서구 국회대로 225 (화곡동),02-2608-5151,셀프,N,Y
A0000498,서울 강서구,참솔에너지,S-OIL,서울 강서구 벌말로 281 (오곡동),070-8844-8282,셀프,N,N
A0000500,서울 강서구,신화곡주유소,S-OIL,서울 강서구 국회대로 71,02-2611-3161,셀프,N,Y
A0000501,서울 강서구,현대오일뱅크 등촌주유소,HD현대오일뱅크,서울 강서구 등촌로 189 (등촌동),02-2647-5700,일반,N,Y
A0000508,서울 강서구,세원제1주유소,SK에너지,서울 강서구 양천로 311 (가양동),02-3663-5151,셀프,N,N
A0000519,서울 강서구,화곡역주유소,알뜰주유소,서울 강서구 강서로 154 (화곡동),02-2691-5151,셀프,N,N
A0000520,서울 강서구,하이웨이주유소,S-OIL,서울특별시 강서구 공항대로 432(화곡동),02-2605-4000,셀프,N,Y
A0000526,서울 강서구,화곡현대주유소,SK에너지,서울 강서구 강서로 151 (화곡동),02-2607-1942,셀프,N,N
A0000530,서울 강서구,우장산주유소,SK에너지,서울 강서구 강서로 292 (내발산동),02-3664-7163,셀프,N,N
A0000534,서울 강서구,코리나(주)청룡주유소,SK에너지,서울 강서구 양천로 576,02-3661-1575,일반,N,N
A0000544,서울 강서구,대성석유(주) 관문주유소,GS칼텍스,서울 강서구 공항대로 314,02-3665-2051,일반,N,N
A0000546,서울 강서구,HD현대오일뱅크㈜직영 양화교셀프주유소,HD현대오일뱅크,서울 강서구 공항대로 653,02-3665-2004,셀프,N,Y
A0000547,서울 강서구,HD현대오일뱅크㈜직영 가양주유소,HD현대오일뱅크,서울 강서구  양천로 391 (가양동),02-3661-9470,일반,N,Y
A0000549,서울 강서구,이케이에너지(주) 강서주유소,HD현대오일뱅크,서울 강서구 화곡로 273 (화곡동),02-2699-5219,셀프,N,Y
A0000550,서울 강서구,SK KH에너지 가양주유소,SK에너지,서울 강서구 강서로 498 (가양동),02-3664-6051,일반,N,Y
A0000560,서울 강서구,스카이주유소,S-OIL,서울 강서구 개화동로 457 (방화동),02-2663-5146,셀프,N,N
A0000565,서울 강서구,행촌에너지 공항주유소,HD현대오일뱅크,서울 강서구 개화동로 420 (개화동),02-2665-5189,셀프,N,N
A0000567,서울 강서구,유턴주유소,알뜰주유소,서울 강서구 남부순환로 57,02-2665-5047,셀프,Y,Y
A0000582,서울 강서구,목화주유소,알뜰주유소,서울 강서구 국회대로 251 (화곡동),02-2654-4564,셀프,N,Y
A0004657,서울 강서구,뉴신정주유소,알뜰주유소,서울 강서구 곰달래로 207 (화곡동),02-2606-1149,일반,N,N
A0009060,서울 강서구,(주)한진 김포공항주유소,S-OIL,서울 강서구 하늘길 259,02-2662-0422,셀프,N,Y
A0032866,서울 강서구,강서오곡셀프주유소,SK에너지,서울 강서구 벌말로 254 (오곡동),032-671-5186,셀프,N,Y
A0033194,서울 강서구,대성석유(주) 마곡대성주유소,GS칼텍스,서울 강서구 강서로 457,02-3664-7781,셀프,N,N
A0033214,서울 강서구,대성석유(주)방화대성주유소,GS칼텍스,서울 강서구 양천로 176,02-3663-7781,셀프,N,N
A0033271,서울 강서구,(주)한진 김포공항제2주유소,S-OIL,서울 강서구 하늘길 112,02-2661-8892,셀프,N,Y
A0033328,서울 강서구,KH에너지(주)직영 KH외발산주유소,SK에너지,서울 강서구 방화대로 30,032-677-9497,셀프,N,Y
A0033659,서울 강서구,오션네트웍스(주) 서울식물원지점,SK에너지,서울 강서구 양천로 300,02-3661-8829,셀프,N,N
A0000350,서울 구로구,동아주유소,S-OIL,서울 구로구 도림로 91 (구로동),02-855-1282,일반,N,N
A0000648,서울 구로구,HD현대오일뱅크㈜직영 신구로주유소,HD현대오일뱅크,서울 구로구 가마산로 293 (구로동),02-859-0051,일반,N,Y
A0000791,서울 구로구,구인주유소,SK에너지,서울 구로구 경인로 558 (구로동),02-2677-5010,일반,N,N
A0000792,서울 구로구,구로주유소,GS칼텍스,서울 구로구 구로동로 137 (구로동),02-857-1251,일반,N,N
A0000812,서울 구로구,SK에너지(주)직영 개봉동주유소,SK에너지,서울 구로구 경인로 290 (개봉동),02-2616-5189,일반,N,Y
A0000818,서울 구로구,서서울고속주유소,SK에너지,서울 구로구 경인로 150 (오류동),02-2683-1126,셀프,N,Y
A0000826,서울 구로구,JHC에너지,HD현대오일뱅크,서울 구로구 시흥대로 539,02-866-9553,일반,N,Y
A0000827,서울 구로구,신성주유소,HD현대오일뱅크,서울 구로구 구로동로 187 (구로제2동),02-866-5189,셀프,N,Y
A0000830,서울 구로구,영진주유소,S-OIL,서울 구로구 구로동로 20 (가리봉동),02-861-6625,일반,N,N
A0000833,서울 구로구,SK구로주유소,SK에너지,서울 구로구 구일로 94 (구로동),02-868-5758,일반,N,N
A0000844,서울 구로구,HD현대오일뱅크㈜직영 구로셀프주유소,HD현대오일뱅크,서울 구로구 시흥대로 531,02-856-1135,셀프,N,Y
A0000849,서울 구로구,(주)한미석유구로그린주유소,GS칼텍스,서울 구로구 구로중앙로 76 (구로동),02-861-5189,셀프,N,Y
A0000850,서울 구로구,대성산업(주)디큐브주유소,GS칼텍스,서울 구로구 경인로 650 (신도림동),02-2633-7188,일반,N,Y
A0000854,서울 구로구,(주)서울에너지 궁동주유소,HD현대오일뱅크,서울 구로구 오리로 1299 (궁동),070-8671-2981,셀프,N,Y
A0000855,서울 구로구,대원셀프주유소,HD현대오일뱅크,서울 구로구 개봉로 7,02-2612-3880,셀프,N,N
A0000856,서울 구로구,씨앤에스유통(주) 구로드림주유소,S-OIL,서울 구로구 경인로 41 (온수동),02-2611-5180,셀프,N,N
A0006667,서울 구로구,㈜자연에너지 고척주유소,HD현대오일뱅크,서울 구로구 고척로 199 (고척동),070-8671-3106,셀프,N,Y
A0032712,서울 구로구,개봉주유소,HD현대오일뱅크,서울 구로구 고척로 115 (개봉동),02-2618-5145,셀프,N,N
A0033149,서울 구로구,극동유화(주) 항동주유소,S-OIL,서울 구로구 서해안로 2154 (항동),02-2611-1113,셀프,N,Y
A0000655,서울 관악구,CJ대한통운㈜ 신림주유소,GS칼텍스,서울 관악구 남부순환로 1515 (신림동),02-2632-8612,일반,N,Y
A0000771,서울 관악구,HD현대오일뱅크㈜직영 문성골주유소,HD현대오일뱅크,서울 관악구 문성로 97 (신림동),02-839-0081,일반,N,Y
A0001089,서울 관악구,현대주유소,HD현대오일뱅크,서울 관악구 난곡로 108 (신림동),02-851-9200,일반,N,N
A0001119,서울 관악구,지에스칼텍스㈜ 난곡주유소,GS칼텍스,서울 관악구 난곡로 206,02-858-2003,일반,N,Y
A0001129,서울 관악구,HD현대오일뱅크㈜직영 관악셀프주유소,HD현대오일뱅크,서울 관악구 남부순환로 1520 (신림동),02-867-1877,셀프,N,Y
A0001144,서울 관악구,SK에너지(주) 신봉천,SK에너지,서울 관악구 남부순환로 1880 (봉천동),02-885-5189,일반,N,Y
A0001145,서울 관악구,대양석유(주)직영 보라매주유소,SK에너지,서울 관악구  보라매로 26 (봉천동),02-882-5189,셀프,N,Y
A0001149,서울 관악구,(주)한유에너지행운셀프주유소,SK에너지,서울 관악구 남부순환로 1883 (봉천동),02-871-5189,셀프,N,Y
A0001152,서울 관악구,유림주유소,S-OIL,서울 관악구 신림로 176 (신림동),02-887-5145,일반,N,Y
A0001155,서울 관악구,서일석유(주)락성주유소,GS칼텍스,서울 관악구 남부순환로 1920 (봉천동),02-877-0867,셀프,N,Y
A0001157,서울 관악구,SK에너지(주)직영 대공원주유소,SK에너지,서울 관악구 과천대로 921 (남현동),02-584-2522,일반,N,Y
A0009272,서울 관악구,(주)연우에너지 신관주유소,알뜰주유소,서울 관악구 신림로 290 (신림동),02-871-1356,셀프,N,Y
A0009284,서울 관악구,(주)엠오티이엔지 직영 삼화주유소,HD현대오일뱅크,서울 관악구 보라매로 41,02-889-8929,일반,N,Y
A0009536,서울 관악구,관악시몬주유소,S-OIL,서울특별시 관악구 남부순환로 1753 (봉천동),02-874-5185,일반,N,N
A0009663,서울 노원구,(주)정건에너지직영,HD현대오일뱅크,서울 노원구 노원로17길 29 (하계동),02-975-1386,셀프,N,Y
A0010090,서울 노원구,월계주유소,GS칼텍스,서울 노원구 월계로 252 (월계동),02-917-7650,셀프,N,N
A0010095,서울 노원구,한신주유소,S-OIL,서울 노원구 동일로 1089 (공릉동),02-974-5151,셀프,N,N
A0010104,서울 노원구,태릉솔밭주유소,S-OIL,서울 노원구 노원로 49 (공릉동),02-976-5189,셀프,N,N
A0010108,서울 노원구,하계삼호주유소,GS칼텍스,서울 노원구 공릉로 294 (하계동),02-974-8818,일반,N,N
A0010111,서울 노원구,구도일주유소 불암,S-OIL,서울 노원구 한글비석로 268 (중계동),02-932-6850,셀프,N,Y
A0010117,서울 노원구,신성주유소,S-OIL,서울 노원구 월계로 328 (월계동),02-916-4334,셀프,N,N
A0010118,서울 노원구,화랑대주유소,HD현대오일뱅크,서울 노원구 화랑로 483,02-977-9697,셀프,N,N
A0010121,서울 노원구,이엠석유(주)배꽃나라주유소,GS칼텍스,서울 노원구 화랑로 466 (공릉1동),02-973-5172,셀프,N,N
A0010123,서울 노원구,성북역주유소,GS칼텍스,서울 노원구 광운로 95 (월계동),02-919-8141,일반,N,N
A0010124,서울 노원구,상계동주유소,HD현대오일뱅크,서울 노원구 노원로26길 191 (상계동),02-936-5035,일반,N,N
A0010136,서울 노원구,SK에너지㈜직영 상계주유소,SK에너지,서울 노원구 노해로 527 (상계동),02-930-5151,일반,N,Y
A0010138,서울 노원구,(주)소모 수락산셀프주유소,GS칼텍스,서울 노원구 동일로 1772,02-3392-5656,셀프,N,Y
A0028817,서울 노원구,삼육주유소,SK에너지,서울 노원구 화랑로 822 (공릉동),02-949-3677,셀프,N,N
A0000011,서울 양천구,지에스이앤알 직영 서울주유소,GS칼텍스,서울 양천구 신정로 236 (신정동),02-2607-9478,셀프,N,Y
A0000944,서울 양천구,삼미상사(주)신월IC셀프주유소,SK에너지,서울 양천구 중앙로 331 (신월동),02-2694-4966,셀프,N,Y
A0000948,서울 양천구,양천구주유소,알뜰주유소,서울 양천구 국회대로 275 (목동),02-2644-5105,셀프,N,Y
A0000961,서울 양천구,현대오일뱅크㈜직영 목동셀프주유소,HD현대오일뱅크,서울 양천구 공항대로 648 (목동),02-2648-4204,셀프,N,Y
A0000974,서울 양천구,신양주유소,SK에너지,서울 양천구 지양로 67,02-2608-3312,일반,N,N
A0000978,서울 양천구,플라트(주)서호주유소,GS칼텍스,서울 양천구 남부순환로 317,02-2602-5172,셀프,N,Y
A0000981,서울 양천구,가로공원주유소,SK에너지,서울 양천구 가로공원로 165 (신월동),02-2695-3423,일반,N,N
A0000983,서울 양천구,형산석유(주)원주유소,HD현대오일뱅크,서울 양천구 남부순환로 408,02-2690-5837,일반,N,N
A0000985,서울 양천구,목동주유소,SK에너지,서울 양천구 목동중앙로 125 (목동),02-2645-5104,셀프,N,Y
A0000990,서울 양천구,지에스칼텍스㈜ 건지주유소,GS칼텍스,서울 양천구 안양천로 1171 (목동),02-2644-5108,셀프,N,Y
A0000991,서울 양천구,현대오일뱅크(주)직영 신목동셀프주유소,HD현대오일뱅크,서울 양천구 목동동로10길 13,02-2642-5188,셀프,N,Y
A0000992,서울 양천구,신월주유소,GS칼텍스,서울 양천구 신월로 193 (신월동),02-2603-5182,셀프,N,Y
A0000996,서울 양천구,현대오일뱅크(주)직영 양천셀프주유소,HD현대오일뱅크,서울 양천구 목동로 17,02-2644-5185,셀프,N,Y
A0000998,서울 양천구,(주)서부트럭터미날,HD현대오일뱅크,서울 양천구 신정로 167 (신정동),02-2614-0047,일반,N,N
A0001005,서울 양천구,현대주유소,S-OIL,서울 양천구 남부순환로 372 (신월동),02-2608-9231,셀프,N,N
A0001015,서울 양천구,개나리Self주유소,SK에너지,서울 양천구 남부순환로 442 (신월동),02-2606-5189,셀프,N,Y
A0001022,서울 양천구,SK에너지(주) 신평,SK에너지,서울 양천구 목동남로 62,02-2654-5145,일반,N,Y
A0001023,서울 양천구,HD현대오일뱅크㈜직영 남부순환셀프주유소,HD현대오일뱅크,서울 양천구 남부순환로 553 (신월동),02-2690-5001,셀프,N,Y
A0001024,서울 양천구,SK에너지(주) 경인주유소,SK에너지,서울 양천구 국회대로 170 (신정동),02-2693-4994,셀프,N,Y
A0001025,서울 양천구,현대오일뱅크(주)직영 양천현대셀프주유소,HD현대오일뱅크,서울 양천구 안양천로 1179 (목동),02-2653-5189,셀프,N,Y
A0001027,서울 양천구,(주)삼표에너지 목동주유소,GS칼텍스,서울 양천구 목동서로 129 (목동),02-2654-5153,셀프,N,Y
