고유번호,지역,상호,상표,주소,전화번호
A0006816,경기 남양주시,SK행복충전 태진에너지 내각충전소,SK가스,경기 남양주시 진접읍 금강로유연들1길 52,031-528-4006,
A0009250,경기 남양주시,광릉충전소,S-OIL,경기 남양주시 진접읍 금강로 1937,031-528-3651,
A0031190,경기 남양주시,덕소마석간충전소,HD현대오일뱅크,경기 남양주시 와부읍 수레로 400,031-577-7502,
A0032978,경기 남양주시,SK행복충전 삼패메가충전소,SK가스,경기 남양주시 고산로 150  (삼패동),031-577-5251,
A0033182,경기 남양주시,(주)케이엘페트로 남양주별내주유소/충전소,HD현대오일뱅크,경기 남양주시 별내면 구리포천고속도로 14,031-523-3378,
A0003615,경기 하남시,SK행복충전 브룩사이드,SK가스,경기 하남시 하남대로 267 (상산곡동),031-794-4824,
A0003950,경기 하남시,SK행복충전 대원에너지 하남충전소,SK가스,경기 하남시 창우로 130,031-795-6881,
A0004056,경기 하남시,하남만남주유소/충전소,SK에너지,경기 하남시 중부고속도로 117-1,031-793-5800,
A0004092,경기 하남시,(주)삼표에너지 삼표충전소,GS칼텍스,경기 하남시 서하남로 16 (감북동),02-471-1151,
A0010194,경기 하남시,광동LPG충전소,SK에너지,경기 하남시 망월동 경정길 58,031-792-9088,
A0032841,경기 하남시,SK행복충전 진모빌리티충전소,SK가스,경기 하남시 서하남로 242 (광암동),02-488-5152,
A0000179,경기 고양시,용석개발(주)문봉충전소,자가상표,경기 고양시 일산동구 성현로 368,031-977-8811,
A0005065,경기 고양시,이산포충전소,SK에너지,경기 고양시 일산서구 법곳길 127,031-923-8100,
A0005166,경기 고양시,화전LPG충전소,GS칼텍스,경기 고양시 덕양구 중앙로 246 (화전동),02-3158-0083,
A0005186,경기 고양시,썬엘피지충전소,GS칼텍스,경기 고양시 덕양구 중앙로 279 (화전동),02-3159-8118,
A0005201,경기 고양시,믿음LPG충전소,SK에너지,경기 고양시 덕양구 호국로 1631,031-969-8228,
A0005267,경기 고양시,그린필드충전소,SK에너지,경기 고양시 덕양구 호국로 1945 (벽제동),031-969-9604,
A0005269,경기 고양시,설문IC가스,HD현대오일뱅크,경기 고양시 일산동구 고봉로 672 (성석동),031-975-8513,
A0005301,경기 고양시,일산충전소,SK에너지,경기 고양시 일산동구 무궁화로 362(식사동),031-967-2800,
A0005314,경기 고양시,자유로LPG충전소,SK에너지,경기 고양시 일산서구 이산포길 262 (법곳동),031-923-5181,
A0005338,경기 고양시,통일로내유가스충전소,자가상표,경기 고양시 덕양구  통일로 1190 (내유동),031-968-1213,
A0005412,경기 고양시,일산오렌지충전소,E1,경기 고양시 일산동구  백마로 42 (장항동),031-903-3586,
A0005413,경기 고양시,원당LPG충전소,E1,경기도 고양시 덕양구 호국로 989 (원당동),031-968-0343,
A0005446,경기 고양시,신우에너지(주),SK가스,경기 고양시 일산동구 고봉로 470 (성석동),031-964-1984,
A0005453,경기 고양시,(주)삼전 명성충전소,SK에너지,경기 고양시 덕양구 호국로 1634,031-969-8558,
A0005458,경기 고양시,(주)상암에너지,GS칼텍스,경기 고양시 덕양구 자유로 40,02-3158-0066,
A0005460,경기 고양시,(주)와이이에스 자유제일충전소,SK에너지,경기 고양시 덕양구 자유로 489,031-938-1292,
A0005461,경기 고양시,주)서강이엔한강LPG충전소,SK에너지,경기 고양시 덕양구 자유로 88 (덕은동),02-3159-7119,
A0005464,경기 고양시,SK행복충전 원일에너지충전소,SK가스,경기 고양시 일산동구 문원길 37 (문봉동),031-977-0270,
A0005475,경기 고양시,SK행복충전 복지용두충전소,SK가스,경기 고양시 덕양구  서오릉로 569 (용두동),02-358-8440,
A0005480,경기 고양시,SK행복충전 신우에너지 신도시충전소,SK가스,경기 고양시 일산동구 경의로 234 (백석동),031-904-9022,
A0005483,경기 고양시,SK행복충전 신우에너지 신일산충전소,SK가스,경기 고양시 일산서구 경의로 789 (대화동),031-914-1355,
A0005523,경기 고양시,(주)휴세코 희망주유소/충전소,HD현대오일뱅크,경기 고양시 일산서구 경의로 910,031-925-5133,
A0005526,경기 고양시,일산제일충전소,SK에너지,경기 고양시 일산동구 고봉로 479 (성석동),031-000-0000,
A0005531,경기 고양시,SK행복충전 신우에너지 풍동충전소,SK가스,경기 고양시 일산동구 고양대로 1026,031-966-0384,
A0005575,경기 고양시,(주)케이엘페트로 고양덕이동지점,HD현대오일뱅크,경기 고양시 일산서구 덕이로 300 (덕이동),031-928-4776,
A0011913,경기 고양시,원당 오렌지충전소,E1,경기 고양시 덕양구 호국로 996,031-967-0559,
A0033057,경기 고양시,SK행복충전 서오릉가스충전소,SK가스,경기 고양시 덕양구 권율대로 450-1,031-968-8661,
A0033509,경기 고양시,고양(서울방향)주유소/충전소,GS칼텍스,경기 고양시 덕양구 수원문산고속도로 51 (성사동),031-969-9480,
A0033510,경기 고양시,고양(문산방향)휴게소주유소,GS칼텍스,경기 고양시 덕양구 수원문산고속도로 52,031-979-5837,
A0001381,경기 용인시,(주)E1 수원IC충전소,E1,경기 용인시 기흥구 중부대로 252  (영덕동),031-285-4412,
A0005118,경기 용인시,SK행복충전 용인충전소,SK가스,경기 용인시 처인구 백옥대로 1255-6 (유방동),031-335-2606,
A0007152,경기 용인시,영덕엘피지충전소,GS칼텍스,경기 용인시 기흥구 중부대로 131 (영덕동),031-206-8581,
A0007161,경기 용인시,신갈톨게이트LPG충전소,GS칼텍스,경기 용인시 기흥구 중부대로 261,031-285-2245,
A0007168,경기 용인시,SK행복충전 경안충전소,SK가스,경기 용인시 처인구 모현면 백옥대로 2547,031-334-2427,
A0007171,경기 용인시,(주)한미석유구성그린LPG충전소,GS칼텍스,경기 용인시 기흥구 용구대로 2425 (마북동),031-283-7474,
A0007198,경기 용인시,그린에너지,SK에너지,경기도 용인시 기흥구 덕영대로 1872 (하갈동),031-273-5111,
A0007207,경기 용인시,민속촌LPG충전소,E1,경기 용인시 기흥구 사은로 178,031-285-1222,
A0007226,경기 용인시,SK행복충전 에버충전소,SK가스,경기 용인시 처인구 포곡읍 백옥대로 1858,031-334-5858,
A0007236,경기 용인시,송전휴게소주유소/충전소,S-OIL,경기 용인시 처인구 이동면 남북대로 2616,031-335-4194,
A0007244,경기 용인시,동백LPG충전소,SK에너지,경기 용인시 기흥구 동백죽전대로 563 (동백동),031-281-5515,
A0007302,경기 용인시,서일산업(주) 동백가스,GS칼텍스,경기 용인시 처인구 삼가동 중부대로 997,031-321-2260,
A0007309,경기 용인시,신갈충전소,SK에너지,경기 용인시 기흥구 용구대로2469번길 51 (보정동),031-265-8844,
A0007424,경기 용인시,(주)한진가스,SK에너지,경기 용인시 처인구 중부대로 1148 (삼가동),031-336-4343,
A0007433,경기 용인시,(주)대호에너지,GS칼텍스,경기 용인시 기흥구 중부대로 208 (영덕동),031-281-4446,
A0007450,경기 용인시,서창산업(주) 용인(강릉방향)주유소/충전소,E1,경기 용인시 처인구 양지면 주북로94번길 30,031-332-3221,
A0007451,경기 용인시,서창산업(주) 용인(인천방향)주유소/충전소,HD현대오일뱅크,경기 용인시 처인구 주북로 66-16 (고림동),031-339-2262,
A0007488,경기 용인시,㈜한미석유 기흥주유소/충전소,S-OIL,경기 용인시 기흥구 공세로 173,031-286-5185,
A0008659,경기 용인시,SK행복충전 대한에너지충전소,SK가스,경기 용인시 처인구 중부대로 1788,031-321-5111,
A0008676,경기 용인시,양지 LPG 충전소,SK에너지,경기 용인시 처인구 양지면 양지로 17-9,031-338-3686,
A0008712,경기 용인시,선봉대에너지,SK에너지,경기 용인시 처인구 성산로 153,031-333-5596,
A0008721,경기 용인시,SK행복충전 백암충전소,SK가스,경기 용인시 처인구 백암면 죽양대로 1401,031-338-5180,
A0008743,경기 용인시,유림충전소,SK에너지,경기 용인시 처인구 백옥대로 1214,031-337-3800,
A0008757,경기 용인시,SK행복충전 용인충전소,SK가스,경기 용인시 처인구 백옥대로 1002 (남동),031-338-9582,
A0008823,경기 용인시,구갈충전소,GS칼텍스,경기 용인시 기흥구 중부대로 514 (구갈동),031-284-1891,
A0008825,경기 용인시,SK행복충전 반도체충전소,SK가스,경기 용인시 기흥구 삼성2로 61,031-287-5187,
A0008856,경기 용인시,유방동LPG충전소,GS칼텍스,경기 용인시 처인구 백옥대로 1260 (유방동),031-335-5186,
A0008858,경기 용인시,SK행복충전 마북엘피지충전소,SK가스,경기 용인시 기흥구 용구대로 2294,031-284-4164,
A0008874,경기 용인시,수지충전소,SK에너지,경기 용인시 기흥구 신정로 609 (보정동),031-264-5157,
A0008884,경기 용인시,모과나무충전소,SK에너지,경기 용인시 처인구 모현면 포은대로 230,031-334-7131,
A0008887,경기 용인시,용인웰컴LPG충전소,S-OIL,경기 용인시 처인구 양지면 중부대로 1863,031-334-8851,
A0008908,경기 용인시,서일산업(주)용인충전소,GS칼텍스,경기 용인시 처인구 이동면 남북대로 2617,031-321-5550,
A0009289,경기 용인시,동경LPG충전소,E1,경기 용인시 처인구 포곡읍 백옥대로 1827,031-333-2400,
A0033715,경기 용인시,㈜태흥기업 태흥LPG충전소,HD현대오일뱅크,경기 용인시 처인구 중부대로 1660-4,031-335-9055,
A0004400,경기 양주시,㈜에이치디에너지 양주지점주유소,GS칼텍스,경기 양주시 장흥면 일영로 746,1899-3676,
A0004461,경기 양주시,유양에너지,SK에너지,경기 양주시 부흥로 1213 (유양동),031-856-7701,
A0004479,경기 양주시,유양LPG충전소,E1,경기 양주시 부흥로 1320 (유양동),031-842-5030,
A0004487,경기 양주시,모정제2주유소/충전소,SK에너지,경기 양주시 은현면 화합로 959,031-866-9797,
A0004492,경기 양주시,송추LPG충전소,SK에너지,경기 양주시 장흥면 호국로 682,031-855-0531,
A0004589,경기 양주시,모정주유소/충전소,SK에너지,경기 양주시 화합로 1547 (회암동),031-865-5151,
A0004613,경기 양주시,사과나무주유소/충전소,SK에너지,경기 양주시 부흥로 1881 (광사동),031-842-5155,
A0004811,경기 양주시,양주에너지 덕정LPG충전소,E1,경기 양주시 화합로 1277,031-859-6531,
A0004827,경기 양주시,양주에너지 봉양LPG충전소,E1,경기 양주시 평화로 2041 (봉양동),031-864-0070,
A0005044,경기 양주시,에이치에너지산업LPG충전소,SK에너지,경기 양주시 동일로 955 (마전동),031-845-7905,
A0006123,경기 양주시,옥정LPG충전소,E1,경기 양주시 화합로 1677 (율정동),031-863-5149,
A0032670,경기 양주시,양주충전소(일산방향),SK에너지,경기 양주시 장흥면 수도권제1순환고속도로 58,031-871-2997,
A0000517,경기 여주시,SK행복충전 여주에너지충전소,SK가스,경기 여주시  영릉로 148,031-885-1100,
A0003671,경기 여주시,성신충전소,SK에너지,경기 여주시 가남읍 경충대로 1402,031-884-2024,
A0003836,경기 여주시,가남LPG충전소,E1,경기 여주시 가남읍 경충대로 1331,031-881-0065,
A0003961,경기 여주시,여주LPG충전소,GS칼텍스,경기 여주시 신륵로 164,031-883-8970,
A0004060,경기 여주시,여주(강릉방향)주유소/충전소,GS칼텍스,경기 여주시 가남읍 여주남로 722,031-881-6132,
A0004083,경기 여주시,씨앤에스에너지㈜ 여주(인천방향)주유소/충전소,E1,경기 여주시 가남읍 화평길 116,031-881-3655,
A0004109,경기 여주시,SK행복충전 (주)원일석유한중충전소,SK가스,경기 여주시 향교로 9,031-885-1885,
A0004139,경기 여주시,능서주유소/충전소,HD현대오일뱅크,경기 여주시 능서면 중부대로 2171,031-881-4456,
A0010220,경기 여주시,서여주(양평방향)주유소/충전소,GS칼텍스,경기 여주시 능서면 중부내륙고속도로 272,031-885-9764,
A0010222,경기 여주시,서여주(창원방향)주유소,GS칼텍스,경기 여주시 능서면 중부내륙고속도로 271,031-884-9718,
A0012840,경기 여주시,여주LPG충전소,E1,경기 여주시 가남읍 경충대로 900,031-884-7113,
A0031964,경기 여주시,(주)한국가스산업 대성충전소,HD현대오일뱅크,경기 여주시 신륵로 19,031-883-7701,
A0002038,경기 화성시,SK행복충전 병점대교충전소,SK가스,경기 화성시 효행로 869-6,031-223-4249,
A0002247,경기 화성시,신도시충전소,SK에너지, 경기도 화성시 경기동로 541,031-374-8768,
A0002267,경기 화성시,동탄뉴타운충전소,GS칼텍스,경기 화성시 경기동로 228,031-375-5149,
A0002279,경기 화성시,뉴타운충전소,SK에너지,경기 화성시 비봉면 화성로 1589,031-355-2045,
A0002370,경기 화성시,해뜨는충전소,GS칼텍스,경기 화성시 봉담읍 삼천병마로 1124,031-298-2407,
A0002451,경기 화성시,화성LPG충전소,E1,경기 화성시 팔탄면 구장길 106,031-354-6610,
A0002561,경기 화성시,대보유통㈜화성(하)목포방향,S-OIL,경기 화성시 팔탄면 서해안고속도로 301-1,031-353-8015,
A0002562,경기 화성시,대보유통㈜ 화성(상)주유소/충전소,E1,경기 화성시 팔탄면 서해안고속도로 302-1,031-353-8148,
A0002577,경기 화성시,케이와이에너지(주)남양주유소충전소,HD현대오일뱅크,경기 화성시 남양읍 화성로 1412,031-355-4071,
A0002638,경기 화성시,SK KH에너지 덕우충전소,SK가스,경기 화성시 팔탄면 포승향남로 2294,031-366-5133,
A0002655,경기 화성시,뉴시티충전소,S-OIL,경기 화성시 화성로 1286 (송림동),031-357-0315,
A0002659,경기 화성시,대경석유㈜송산마도주유/충전소,GS칼텍스,경기 화성시 송산면 화성로 618,031-366-7131,
A0002686,경기 화성시,발안LPG충전소(주)대야에너지,GS칼텍스,경기 화성시 향남읍 서해로 806,031-354-9581,
A0002688,경기 화성시,SK행복충전 장안대충전소,SK가스,경기 화성시 봉담읍 삼천병마로 1129-4 (봉담읍),031-298-9616,
A0002710,경기 화성시,SK행복충전 한일에너지충전소,SK가스,경기 화성시 비봉면 화성로 2045,031-355-0675,
A0002712,경기 화성시,코끼리충전소(주),SK에너지,경기 화성시 마도면 화성로 907,031-355-1589,
A0007391,경기 화성시,화성융릉LPG충전소,E1,경기 화성시 효행로 446 (안녕동),031-221-5415,
A0007594,경기 화성시,SK행복충전 조암충전소,SK가스,경기 화성시 우정읍 호곡길 84,031-351-6123,
